original	selected	orbit_size	selected_index	used_for_strict
OXOOOX-OOX-XO-OX-OXO-XOXXOXOXOOOOXOXO-XXXXO-XOXX--X--XO-OOOO-O-O	OOOO-O-O--X--XO-XXO-XOXXOXOXO-XXXOXOXOOO-OXO-XOXOX-XO-OXOXOOOX-O	16	3	false
O--XO-XOXOO---XO-X-OX-XO-OOXOX-XOX-OXOOOX-OO-OXX---XXXX-OO-XX---	---OO-XX-OOOO---OOX-XX-OXXXOX-OXO-OXOXX-XO-OX-O-XO---XXOXO-XO--X	16	11	false
XOOOOOXOOOXOOO--OO-OOXXXXXXXOOXOO-XXOXOXX---XX--X----XOX-XO-OO--	XOOOOOXOOOXOOO--OO-OOXXXXXXXOOXOO-XXOXOXX---XX--X----XOX-XO-OO--	16	0	false
XXXXOXOXOX--X--XOXXO-OOOXXXXXO-OX-XOX-XXXXX-O-O--------OX-OX-O-X	XO-XOOXX--OX-O-OO---OO-X--OXX-XOX--OXO-XO-XXXX-X--X-XXXXX-XXXOOX	16	11	false
-O-XOO-OOXO-OXX--XXOOOX-OOOOX-OO-O-OOOX---XX-XOXXOO--OOXO--O--X-	-X-OXX-XXOX-XOO--OOXXXO-XXXXO-XX-X-XXXO---OO-OXOOXX--XXOX--X--O-	16	4	false
OXX-XO-O-X--XOOX--OO-XOX-X-OX-XOO-OXXOXOO-X-OX----OXO-OOXXOX----	OXXOO-O--OOXX-O-OOX-OX--XX-XXOO---OOX-XXX-O-OXOOXX-X---XO---OO-X	16	10	false
O-X---XOXX-O-OO--XX--XOXX--OOOOOXXXOOX-XX-XXXXX-OOOXXX-X-XXO--O-	O-XOX-X-XOOO-X-O-OXOXXX----OOXX--O-OOXXOX-X-XXOX-XX-X-OXOX-XXXO-	16	5	false
O-XO-XOXX-OXOXX-OXOXOOO--X-OO--X-OOOOOO---OXXX-O-XO----XXXO-OX--	OXO-XO-X-OOXOX-O-XXXOXOXO--XX-O--XXXXXX-X-OOOX--O----XO---OX-XOO	16	6	false
OO-XXOOOO-O-XOOOOOO-XX--O-OOOXOX-XXOOX-X---X--XXO--X-XOOOOO--X-O	X-O--XXXXXO-O--XOO--O---O-OXXOO-OXOXXX-X--OO-XXXXXXO-X-XXXXOO-XX	16	11	false
-XX-X--XX--X-OOOXO-O-OXOX--OXO--OX-OOO--OXX-X-OXX-O-OXXXXXX-----	XXOOXXX-X-XX-O-XXOX----X---OOOX--OXOX--X-X-OOOO--XO--XO--XX--OOX	16	12	false
XOXOXX-OO-OXX-XXXX-OX-O--OOOO-X--XOXO-O-OXXXOXXXOX-O-XOXXXX-O---	OXX--OXOOOOOXO-XO-OXX-XO-XOOXXOXX-XXXOOO-OO----O-XOXOXO--OO---OX	16	10	false
-XOXX-XOXO-X-OX-OOO-OOOX---OO-XX-XXXOO-OOX---XOX--X---X-O--XOO--	--OXOO-X-OX-OXOOX-OX-XX-X--XXX-OO--OX-OO-O-O-X-X--OO-XXOX-X--XO-	16	5	false
-OO-X--XXX-OXXX-OX-XOXOX-XXOOOXOXOOXOOXXOXXXX--XOOXO-XXOOXOOOX--	X--X-OO--XXXO-XXXOXOX-XOOXOOOXX-XXOOXOOXX--XXXXOOXX-OXOO--XOOOXO	16	8	false
OX-OOXXX-OOX--O--XOOOO-OOOXOOOXX-XXXOO---OOO-OXOXOOXX--OXXXXO---	O-XO-XX-OX-O-O--O-XXXX--X-XXX-OXXOXXOXOO-XXOOXXOOXOXOXXOX--X--OO	16	3	false
X--OXX-XXOOXO----O-OOXO-XX-OX--X-OXXXXX--X-XXOOXOXX-O-XXO-O-O-X-	-XX-X--XXXOX-O----OX-X-XOOXXXOOX--XXOOXOOX-X--O--XXOXOO-OO--X-XX	16	15	false
OOO-OXX-XOOXXOOXX-XX-XX--X-OXOOO-XXOXXOOO--OX-X-XOXXOXOX--X--X--	OOO-OXX-XOOXXOOXX-XX-XX--X-OXOOO-XXOXXOOO--OX-X-XOXXOXOX--X--X--	16	7	false
XO-X---OOX--OOX--XO-XOOXX-OXXXO---OXOOO-XX--OOXOOXOOXXXOO--XO-O-	XO-X-XOOOXX--XX---OOO-O-X--XX-OX-OXXOOXO-OOXOOX--XOOOXXOO-X--OO-	16	0	false
O--XOXXO--XOXOOOO-OOO-XOO-XXOO-XOXOXX-XOOX-----XX----OXOX---O---	X--OXOOX--OXOXXXX-XXX-OXX-OOXX-OXOXOO-OXXO-----OO----XOXO---X---	16	3	false
-XOOXOX-X-X-X-O-X-XXXOXO-OXXXOOXXO-OOO-X--XO---OX-XXX-XOOO---O--	-OXXOXO-O-O-O-X-O-OOOXOX-XOOOXXOOX-XXX-O--OX---XO-OOO-OXXX---X--	16	5	false
XO--OO-OXOO-XOXOX-XOXXO-O--OOO--OOOOOX-X-OO--OXOOOXOO-OOOOOO-X--	--X-OOOOOO-OOXOOOXO--OO-X-XOOOOO--OOO--O-OXXOX-XOXOX-OOXO-OO--OX	16	10	false
---OOX-XX-O-X---OOX-O-XX-OXOXOXOXOOXXXOOO-O-XXOXO-XOX---O---X---	---X---O---XOX-OXOXX-O-OOOXXXOOXOXOXOXO-XX-O-XOO---X-O-XX-XOO---	16	1	false
XXO-O-X-OXO-XOXXXX---XX-O--OXOXO-XXXO-XO--XO-XXOO-OOXOOXOO-XXO--	-O-XXXO-OOOOOOX--XOX-OXXXO-OX-OO---XOXXOXX--OOX-OOO-O--XOXOX--XX	16	15	false
X-XO-XOXXOOX-O--X-O--XOXXX-OXXOXOXOXOXO-OO-X--XX-O-XOO-OXOOO---O	O-OO-OXXX-XXXO--OXOOO-X----OX-X-XO-XOOOXOXX-X--X-X-OOXXXOOOOXX-O	16	5	false
XXXOXXXX-X-X--XXO---O-O-OXXXXO-O-XXOX--O-X-XOO-X-XO-XXX-O--X---X	XXXXOXXXXX--X-X--O-O---OO-OXXXXOO--XOXX-X-OOX-X--XXX-OX-X---X--O	16	4	false
XX-OOX-X-XXXOOO------OXXXOXXXXO-XXXXOX-XXOOOOXOOXXO-XOX-XX--X---	XX-OOX-X-XXXOOO------OXXXOXXXXO-XXXXOX-XXOOOOXOOXXO-XOX-XX--X---	16	5	false
X-OXO-XXXXXOOX--OXOOOO-XOOOXXXXXOOOOX-XOOOOX-O--XXX-XOOXO-OXOO--	--OOXO-OXOOX-XXX--O-XOOOOX-XOOOOXXXXXOOOX-OOOOXO--XOOXXXXX-OXO-X	16	10	false
-OXXX-XXO-OOXX-OXXO-OX-XX-XOX-O-OO-XOO--XX--XXXOOOX-O-XXOO-O--X-	OO-OOOX-X-OOXX-XO-OX-XOO-X-OXO-O--XXO-XXXOOO--OOOO-X-OXX-O--X-XX	16	13	false
OOOXXOOXXO-O-O-X-OOOXXOX-OXXO-XOX-OOO-OX--X--XO--XOXOOXOOXOXOO--	O--X--XOXX--OOOOOOXOXO-OXX-OXOOXOO-OOX-XOOX--XOO-XOOXO-O-O-XOXXX	16	15	false
X----XX-OX--OOOX-X-OXOOO-OOOO-XOX-OOXOOXOOX--OXO-X-OXXX---OO-O--	--XOXXO--OOXOXXOXOXX-XXO-O-OXOX-XX-XXX--X-OXX----OX-XOO---XO--XO	16	11	false
OO--O-OO--OXX-OX-O-OXXOOX-XXOO--O-XOX-OXOO-O-XO--OO-X--XOOOO---X	OOOO---X-OO-X--XOO-O-XO-O-XOX-OXX-XXOO---O-OXXOO--OXX-OXOO--O-OO	16	1	false
O-XO-OOOXO-X-OO--OOOXXXXOOOOXXOOX-XXOO-OOX--OO--XOOOOOXOO-OO--X-	O-OO--X-XOOOOOXOOX--OO--X-XXOO-OOOOOXXOO-OOOXXXXXO-X-OO-O-XO-OOO	16	1	false
OO--X-XO-OO---XO--OOX--OOOXOX-X-XXOOXXOOOOX-XOOXO-O---XXOXO----O	XOX----XX-X---OOXXO-OXXOOOXXOOXXXXOXO-O---XXO--X-XX---OXXX--O-OX	16	8	false
OO-OXXO-O-OX-XOOOXXX-OOXXOOOX-O-X-XOXXO-OXX--XO--O-XX--OXOXXXX--	--XXXXOXO--XX-O--OX--XXO-OXXOX-X-O-XOOOXXOO-XXXOOOX-XO-O-OXXO-OO	16	2	false
X-XX-O-X-XX-X-XXXO-X-OO-X-OOXXOOX--XOOOXOOO-OXXXXOXOOOO-OOXO----	XOXOOO-OXXX--XO-OOX-X-OOXX-OXO-O-XXXO-O--XOXOX-X-XOXXXO---OOX-OO	16	5	false
O-O-O-OOX---OX-OXOOOO-OO---OOXXXX-OOOXXO--OOO-OXX--XO-XO-OO-----	XOO-O-O---X----XX-X-XX-X--XXXXO-XXXXXXX--O-OO---X-XOOXO-XXXOXOX-	16	9	false
OXOOXOO-XX--X-XO-O-O-O-OO-OXOOXXO-XXXXXXXXXOO-XXXX--O-O-XO--OO--	OOOXX-OXXOO--XOO--OOX--X--XOOX-XXXXOX-OOX--OXX-X-XOOO-OX--OOOXX-	16	10	false
-XOX--OXOX--XXOXXO-OO-OXXOXXOOOOXXOXO-----X-O-OX-XOX-OXXOXXO-XX-	-XOOO--XOOXXO-OOX--OXOXOO-XOO-OX-OXXXX---O-X--XOXXXX-XOOOOOX-OO-	16	0	false
-XX--OO-XX-XXOOO-XX-X-O-XO-XXOXXO-OXXOXX-OXXXX-X-OO-OOO-XOOXX---	XOOXX----OO-OOO--OXXXX-XO-OXXOXXXO-XXOXX-XX-X-O-XX-XXOOO-XX--OO-	16	2	false
-XOX-X-OOO-XXXOOXXOOOOOOXX-OOX-OOXXOOX-XOOXOX-OO-O-OOO-OX-XO-OO-	X-OOXXO--OOXXXOXX-XX-O-OOOOOOOXX-OXOOOX-OO-XXOXXO-O--OO--OOXOOOO	16	1	false
XOOX-X-X-XOXXX--OX--XXOX-OXXX-OX-OOOX-XXOOOOOX-X--O--XXOX--X---X	X---X--XOXX--O--X-XOOOOOXX-XOOO-XO-XXXO-XOXX--XO--XXXOX-X-X-XOOX	16	12	false
-OO-OXXXXO--OX-XOOXOXOXO-X-OX-XO---XO-O--OXO-------O-XXOO-X-----	OOXX--X-O-OOX-O-OOX---O-XXOOX-----XXOXX-X-O--O-OXXXO-X---OX----X	16	13	false
OXOOOOO-O-OO---XXXOO-XO-OOXOO----O-XOXOXXOX--XXOXXXO--XO-XXX----	-O--OXX-X-X-XOO-X-O-OO--X--XX---XXXXO-XOXXXO-OOOO-OXXXOOXXOX-OO-	16	4	false
-XOOOXXOO-XO-XX-XOXO-X-OXOXXOO--XX-XX-OXXXXO-OX-O-XOX--OXOOXO---	OXXOOOX--XX-OX-OO-X-OXOX--OOXXOXXO-XX-XX-XO-OXXXO--XOX-O---OXOOX	16	12	false
OXXX-XOX-O-XO-OX-OXO--XOOX-OOOOX---XOOXX-OOOOO-OXXO-OOXXO-XX---X	X--X--OXOXXO-XO-O-O--XXOOOXXOX-O-X-XXXX-O--XXXX-XXOXO-O-OOXOOXOO	16	2	false
XOOO-X-XOO-OX----OXOXO-XX-XOO-XOXXXXO-X--OOXOXOXO-O-OXO-OO-XX--X	OX-OO-XXXXX-OX-XX-OOOXX-XXXXOO-O-OOXXXXOO-X--OO----OOXX-O-OX-O-O	16	1	false
XX---XXXX-XXXX--X-XXO-XOXOXXX-XX-X-OO-OOXXXXOOOOOOOOO-XOO--OX--O	XXO-OOOO-XOOX--O-XO-OOO-XXOXOOO-OXXXOXO---X---OO-OXXOO-OXXXXOX-O	16	6	false
O-XO-OXO-XO-XX-X-OX-O-OX-X-XO--O-O-XOOXO-XOXOOOXXX--O-XOXOO-XOX-	X-OX-XOX-OX-OO-O-XO-X-XO-O-OX--X-X-OXXOX-OXOXXXOOO--X-OXOXX-OXO-	16	3	false
XXOXXOOOXXXOOX-XOOO-X-OOO-OXOOXX-OOXX-OOX-XO--XOOOX-XOXXXX-XOX-X	XOXOXXOOX-XOXOO-XO-X--XOOXOXO-OXOX-OOX-OXOXXXOO-OOX-X-XOOOXX-OXO	16	6	false
O----OX-XOX-O--OX-XOX--XOX-XXOXOXOOXX--O-X--XOXX-XOO-OOXXO--X---	-OOXXOX--XO-O--O-XX-X--XO-OOOOX--X-OOX---X-X-OO-XOOXO-X-O--OXOOX	16	14	false
OOOXXX-XOOO--XXO-OOXOXOXOXXOO-OOX-XXX--OOO-XO-OXOX-XO-XXXOOOX--O	X--OXXXOOO-XO-OXOX-XO-XXX--OOO-OXX-XXOOXOXOXOXX-XOO--XXXO-OOOXXX	16	15	false
OOX-X-XXXX-XOXX-XOXXO-XO---XX--O-X-OX-OOX-OOXX--OXO-XO-OOXXOO--X	OX-XXX-O---X-OOO-XO---O-XOOOOXXOX-XXOOO-OXX--O-OOO-O-XOXXXO--OOX	16	10	false
-OXXX--OOO--O-OO------XO-OXOOO-X-O-XOO--OOXOXOO--OXOX-OOXXOO-O--	-X---X-OXX-XXXXOO--O-OOXO--XOXXXOX-XXOO----XXX-X-XO--XX-XXXO--X-	16	11	false
XOOX-XOXOX-OOO-O--OO-OXOXXOXX-OXX--OOXO-XXXX--OXOO--OO--OXX----X	OXXO-OXOXO-XXX-X--XX-XOXOOXOO-XOO--XXOX-OOOO--XOXX--XX--XOO----O	16	0	false
XXX-XXX-XOO-OX-OOO-O-X--OOXOO-XX-OOXX--OXX-XXXXXXXOX-XOO-XX-O-O-	-XXX-XXXO-XO-OOX--X-O-OOXX-OOXOOO--XXOO-XXXXX-XXOOX-XOXX-O-O-XX-	16	11	false
OOXOX--OX---OOXXO-OO--OOX-OOOX--O--OO-OXXOXO-X-O-X-XO--XOX-XXO--	O--XOXOOXXOO---XOO--OO-O--XOOO-XXO-OO--OO-X-OXOXX--OX-X---OXX-XO	16	9	false
XOOXOOX---XXO-OOO--X-XOOX-OOXX-O-OOXX-O-X--XXO-O-XX-X-OXOX-XO-O-	-O-OX-XOXO-X-XX-O-OXX--X-O-XXOO-O-XXOO-XOOX-X--OOO-OXX---XOOXOOX	16	14	false
O-OOXX-OXXOX-XO-X---OOO-O--OO-OO-OOXXX--XOXXXO----X-XX-XX-XO-O--	X-XO-O----X-XX-XXOXXXO---OOXXX--O--OO-OOX---OOO-XXOX-XO-O-OOXX-O	16	7	false
-OXXOOOXX--X-O-X-XOOX-O----XOOXOX-XOO-OXOOXXOOOOOX-XXO-OOXX-X---	XOOOXXO-X-O-X--X-O-XOOX-OXOOX---XO-OOX-XOOOOXXOOO-OXX-XO---X-XXO	16	10	false
XOXO--OX-XXO-X--O-XOXO--OO-OOOX-O--XXXOOX--X-OXX-XX-OXX-OOX----O	XO--OXOX--X-OXX---OXOX-O-XOOO-OOOOXXX--OXXO-X--X-XXO-XX-O----XOO	16	2	false
OO-XXXXO-XOO-OO--X-OX-X--OOOXXOOX--XXOX-OOO-OX-XO-O-XX--XOOX---O	O---XOOX--XX-O-OX-XO-OOO-XOXX--XOOXXOOO--X-XO-X--OO-OOX-OXXXX-OO	16	3	false
X--XX-O---XOXX---XOO---XOOXOX-XO--OXOOO-OOXXXOOOOXXO--XOOOXXO---	XXX-X--OXOX-XO--OOOXOXO-OXOOXXXOX-OXO-OO--XX--O--OXXO--X-XX-XO--	16	5	false
XXOO-O-O--XXXOXXO---XX-XO-XXOO-OXOOXXO-X--O-OO-XO----XOXXOO-OXO-	-OXO-OOXXOX----OX-OO-O--X-OXXOOXO-OOXX-OX-XX---OXXOXXX--O-O-OOXX	16	15	false
X-X-XO-XXXX--O-O--O---OO-O-OO-OX-XXOO-XXX-O-O-XX---XXOX---XOX---	--O---OO---OX-O-O-XO-XOOXO-XX---OOXXX--O-X----XX-OOOXX----OOOXXO	16	11	false
OXOX-XOX--OO--OOOXOOOO-X-O-XXOXX--XOOXXOX-O--XOXX--O-XOXXOX-XX--	XOX-XX--X--O-XOXX-O--XOX--XOOXXO-O-XXOXXOXOOOO-X--OO--OOOXOX-XOX	16	12	false
XOO-X-OOX-XXXXX--O-O--OXOX-XO--OXXOOOXOXXX-X-X-XXO--XOOO-XOOO---	XX-OXXX-O-OXXXOXOX--O--O-XOXOX-OXX-OO-XO-X--XXO-OXO-O-O-O-XOXXO-	16	6	false
OX-X---XXOXXX-XXO--XXX-XOOXXO-X-XO-OX-OXXXXX-XX--OOOOXXO-XXXO---	---OXXX-OXXOOOO--XX-XXXXXO-XO-OX-X-OXXOOX-XXX--OXX-XXXOXX---X-XO	16	10	false
XXX--O-OXXO-XOO-OXXXXXXXX-XOO-X-O--OXXO--XX-XO-XXXX--X-XXO-XX-O-	OX-OO-X-OOO--O-O-OO-OX-OX--XOOX-O-OXX-O-XOOOOOOOOOX-OXX-OOO--X-X	16	12	false
X---X-OOXO-OO---XO--OOXX-OOOX-OO-O-XX-XO-O-XOOOO-X--OOXOOX---OO-	XXX----O-OOOOOXX---O-----O-OXX--XOOXXOO---O--OOOO-XOXOXOO-XOOOO-	16	3	false
-X-OXXX--O-O-OOXXOXXX-XOX--XX-OOX-XOO-XXO-X-XOX-OX-XXO-O--XX-X--	-X-OXXO---OOXOXOOXX---XO-OOXOO-OOO-XOOXXO-OO-O---O---XXO-XXOOO--	16	2	false
OOOXXO-XX---XOXOX---O----XXOO-X-X-XOXO-XXO-XX-XOXO-X-OXOXXOXOO-O	O-OOXOXXOXO-X-OXOX-XX-OXX-OXOX-X-X-OOXX----O---XOXOX---XX-OXXOOO	16	3	false
X-X-O-XOX--OXOX---X--O-XXXXXOXOXOOXOXOOXXXOXXO-XX-X--X-OXX-O----	OO-OXOOO---OXO-OO-OOOXO--X-OXO-XXO-XOO---XXOXXO-OO-XX---X-OOOOX-	16	8	false
XX-O-OOX-X--OOXOX---X-X--OOXXOOX--OOXXOO--XXOOXX-OO--OOOXX-XX---	XO-XOXO-OXXOOXO-OO-OXOO--OXXXO-XO--XOX-X---OOXO-XX-O--OXX-X----X	16	11	false
OXXO-O---XO-----OO-OOOOOOOOOXOOO-X-XOOO-X---X---------XOXX-X-O--	-O--OO---X-OOO--O--OOO-O--XOXO--X--XOO-O----O-OXX--XOOXXX-X-OO-O	16	3	false
OX-OOO-OOXOO-OOXXOXXXOOXO-OOO---OXXOX-XXO-O-XO--O-OX---X-X-O--X-	OXX-X-X--OO-X--XOOO--O--O-XOXX--OOXOO-XO-OXOXOO-XXO-X--XOOXOOOO-	16	2	false
--OOXX--OXOOOXXOXXXO--XO--OOXOOOXXOOOOOXXXOO-O-X-O-OXX-X-XX--X--	-XXXOOO--OOXX---OO-XXXOOOX-OX-O-XXXXXXX-XXOXXX-O-OO-OOXO-XO-OO--	16	2	false
OOO-O-OOXX-OO-O--XXX-XOO-X-XO-XO-XXOXXXO-X---XO-OOXO---OOOOXX--O	XXX-X-XXOO-XX-X--OOO-OXX-O-OX-OX-OOXOOOX-O---OX-XXOX---XXXXOO--X	16	9	false
XXOXX--O-X--X-X-XX--OX-O-OOXXO--OX-XXOO----XOXOXXXOO---XO--OX-X-	XO-X-O-O-O-OXOOO-X--X--XXXOOO--OO-XOOXOO--OXXO--O-XX--O--OO--X-X	16	13	false
OXXOX-OOX-XOXOXX--OXOOXXOXXOXOO-XOXXXXXXX--O-OXXOXOOX-X-OXO----O	X-OO-OOX-OOOXOOX--XOXXX--O-OOXOO-XXOXOXXXX-OOXOOOO-XO--OXXOOX-OX	16	11	false
-XO---OXXX-XXO--XOXXX-X-OO-XXXXOOO-XXXX-OX-OOXXXXXXXOXXOX--XX-O-	-XO-X--OXOOOOO-X-OOOO-X-OXXOOOO-OOXOOOO--O---O-X-OOXXXOOOOXXXOO-	16	3	false
---OXOXOO--O--OXXXOOOOOOOXOXXX-XOXXXOXOXOXXOXX-OXX-X--XOOOXX----	OXOOOXO-OXXXXX--X-XXOO--XXOXXOOO--XOXO-X--XXXO-O-X-O-OOX-OOXXOXO	16	9	false
X--OXXX---X-O-OOOX-XX-OOXO-XO-OO-OOOOXXXOOXOXXOXXXO-OXOOXOO-XXO-	OOX-OX-OXOXXXO--XXOX--O---XXOO-XOXOXXOXOOOOO---OXXXOXXXO-XOOXXX-	16	11	false
XOX-XOOOOXOOOX-XOOOX--XXX--OO-OXXX-OOOXXXXXXOOO-XXXXXOOXX-O-O---	OXXXX-X-O-XOXOO-OX--OOO-XO-OOOXO-OXOOXX-XOO--XXOOXO-XXX-XOOXXXXX	16	15	false
-XOO-XXOOX-OOOO--OX--O-OXXXXOXXOXX-OO-OO--X-OOOOOO-O-XOOX-O-X-X-	-OXX-OOXXO-XXXX--XO--X-XOOOOXOOXOO-XX-XX--O-XXXXXX-X-OXXO-X-O-O-	16	2	false
O-XO-XO-XOOOOO---XO--X-O---OXXO-OXOXO-OOX--XX--X-OXXXO-XX-X--X--	O-XO-XO-XOOOOO---XO--X-O---OXXO-OXOXO-OOX--XX--X-OXXXO-XX-X--X--	16	7	false
XX----OX-XO--OOOXO-XX---OOXXX-OO-X-XXOOXOOOOXXX-OOO---XXO-X-O---	XO----XXOOO--OX----XX-OXOO-XXXOOXOOXX-X--XXXOOOOXX---OOO---O-X-O	16	6	false
X-XXX-XO-XO-O--XX---OXXX-XOXX-XO-XOXOX-OXOXXXOX-O-OX-X-O-XOXO---	X-X--XO--X-XXO-XXO-OOXOOX--XXXXXXOOXOX-O--X-XOX-X-XX-X--OXXOO-O-	16	2	false
OOO-XXOXOXX--O--OO--XX-XOXOXX-XO-XXOO-XO-XXXOOOO--XOOX-OO-XOXO--	-XXXXO-O--XOO--XXOX--OXOOXXXOO-OXXOXO---OOOOX-OX--OOOXOXX---XXXX	16	15	false
XO-XO-XXO-OO-OOXX-OXXOXO-XXXXOOX-OXOXX---OOXO-XO-X-OX--OXX---XX-	OX-OX-OOX-XX-XXOO-XOOXOX-OOOOXXO-XOXOO---XXOX-OX-O-XO--XOO---OO-	16	1	false
XOOXX-OX--XXOOXXXOO-OXO--OXXO-XOO--OO---OOOXOXOXX--XXXOOOXXXO-X-	XOOOX-O-O--OOOXXXXXOXOXOX--XX----XOOX-OXOXX-XOX---OOXXOOOXXOO-XO	16	5	false
XOXX--XO-XOXXXXXX-XXXOXOXX-OO-O-O--OOOXXXXXOOOOX--O-XOXOXO-OOX--	OX--XXOXXXXXXOX-OXOXXX-X-O-OO-XXXXOOO--OXOOOOXXXOXOX-O----XOO-OX	16	11	false
X-OX-OOXOX--X-X----XO-O-XXXXOXOO---OXXXX-XOO--XOXX-XXXO-XXX--O--	O-XO-XXOXO--O-O----OX-X-OOOOXOXX---XOOOO-OXX--OXOO-OOOX-OOO--X--	16	5	false
OXXO-XOOXOX-OOX-OOO-OOX-XOOOO--OO-OOXXXOXOXOXO-O-XOO-OOOXOX-XO--	X-XOXOXOOXO-OOOXXOXOOOXX-OOOO--OX-XXOOO-OOOX-OOX-O-X-XXO-OOOO--O	16	1	false
OXXXX--XOOXO-OX-XX---XOOOO-XXXOO-OXXOXOO--XO-OOO-OX--OXOXXXXOO--	XXOX---OOXOXX-XOOO--OOOOOX-OOX-OO--OX--X-XOOOXXX-OXXXXO-O-XXXXX-	16	9	false
XXOX-XXXXXXX-OOOOO-OXOOXXOOOXO-----XXOO-X-OX--O-XXOO-O-XXOX--O-X	XXOX-XXXXXXX-OOOOO-OXOOXXOOOXO-----XXOO-X-OX--O-XXOO-O-XXOX--O-X	16	8	false
XX-O--X-OOO-OO-OOXX-X-OOXOXOXXO-O-XOOO---OOOX-OX-XXX-O-XOXXOX---	-XX--OO---O-OO-X-O-OX-O-X-XOXXO-OXOOO--OXXOXXXO-XXO-OXOXO--OXOOX	16	13	false
X-OXXOX-OOOXOX-X-OXX-X---XXXXX-OOX-XOO---XX--X--O--X-XOXOO-XX---	-O-X--O-O-----X-XOOOXOO-OX-OX--OOOOOO-OOXXOO-O---XXOOO-XOX--X-XX	16	15	false
OX-O--OXX-OOOXOO-XO-OX-OOOOOO-O-OOXXX-X-OXO-XO--O-OOOO-O-OX-OO--	OX--X-OXXXOXXX-OX-OX-XO--X-XXXXX-O-OOOXX--XO-XOXX-XXXX-X--XX-OX-	16	9	false
-OO-OXOOXO-OOXXOOXX-OOOOX-OOOO-XXO-XX--O-XOXOOOX-XXX-X-OX-OX-O--	OOOXOXO-OXO--O--XXOO-OXOOOOOXO---O-OXXXXO-XO-OXOOOX-OXX--XOXX--X	16	13	false
XX-OXXXOXOO---XXOO------OO-XO-X-OXXOO-XXXX-XOO-O--X-O-XOX-XOX--X	OOXXXO-OOXXXOO---X--O-OOX--OXO-XO--XXXXOO----X--OO-OO-O-XO--OXXO	16	6	false
OOOXXXX---XOXOXXO--OO-OX---XOO-OXXXOOOOX-OO--XOX-OXX-XX-OXOXO---	---XOXOX-OO-OOX-OXO--XX-OXXXXOOOX-XXO---OX-XX--XOOXOXO---OOOOXXX	16	15	false
XXXOXXOOXOOOOOXO-OX-OO-XXOOXX---XOXOXOX-X--OXXX-OXOX-OOXXXO-OO-O	XXOOXOOOXOXXXXXOO-XX-OX----OOXXO-OXOXOXO-OOOX--OOXX-OXOXX-XX-XOO	16	4	false
-OX-X-OOO-X-X-XXOXOXOX--X--OX-XO-XOXX------OOXXX--XX--XOO--XX-O-	XX-O-OX-OO-O-O-X--OXOXOXXO-OX--O---OOXO-OOOXX---XO--OO---X-OO--X	16	12	false
O-OXOXX-OXO-X-XXX-XO-OOO-X-XXOXXO-XOOXOOX--XOOOO-XOX--XOXO-O-XO-	OOX-OX-X-X-X--XOOOX-X-O-X-OXOXXOOX-XOO--X-OOXO-XXXOXOOXO-XOXOOO-	16	0	false
OXOX--XXOOO-XO-XOXX----XOOOOOX-O-XOXOXXXX--OXO-O--XO-O--X-X--X--	O-O--O----OX-X--O--XOX-X-OXOXOOOXXXXXO-XXOO----OXXX-OX-OXOXO--OO	16	2	false
OOOOOX-XXOO---XXXOXX--OO-XXXOO-XO-XOOXO-OXXOOXXXX---XX-OOXOO----	OXX-OOXOOOOX-X-XOOXXXX-OO-XXOO-OO--OOOX-X--OXXX--XO-OX--XXOX-XO-	16	5	false
X-OXXO-OXOXXXOOO-OX---OXXOXOOOXOXOOOOX-OXO---O-OXXOXO--XOX-OX-X-	-O-OX-OXO--XOXOOX-X---XOX-OXXXXOXOXXXOXOOX---OX-XXXOOOXOX-XOOX-O	16	4	false
XO-O--OOXXXXXOOXO-OXXX-XX-XOO---OX-XOO-OXOXOOOXO-O-OO--XO-O-OOX-	OO--O-OXXOOXXXXXX-XXXO-O---OOX-XO-OOX-XOOXOOOXOXX--OO-O--XOO-O-O	16	1	false
X-O-OX-XXO-O-XOOOXOOXOO-OX-XXXXXXOXOOX--OO---OXOO--X-O--OXX----O	O-OX-X-OXXO-X-XO-XXOXXOXOOOOO-OX--OXXOXOXOX---XX--X-O--XX----OOX	16	9	false
-O----X-XOO-X-OO-XOXO-XOOO-OO-O---XXO--XO-XOXXO-X--X-X-O--XX----	-OX-X-O-----XOXXO-OO-XX-OOXOXO----OXXXO--OO-------X-XOXO-X-O-XX-	16	15	false
OOO--OXOOOX--X-O-OXO---X---XX-OX-OXOX---OOOOXOOOX--XOO--OOO----O	OOXX-O-OX--O-O--OX---OO----XXXO---OXOOX-OXX-XO-OOOO-OO-OOO---OXO	16	6	false
X---XOXX-OX----XX-O-OOOX--XOOXOOX-OOXX-XXXXOOO-XX---XOOOOX-XOXO-	O-O-OOOX-X---O-O-OXOXO-----XXX-OO-XXOXOXX-XOOXXOO-XX--XXOOOXOOX-	16	6	false
XOXX-O-X-XOXOX--O-XX-X-XOO-XO-OXX--XXOOOOO--X-OOXXO--OXOOO-X-X-X	XX-O-O-OOOX--XOXXX--O-XXO--OOXXXXX-OX-XOX-OO-O-O-OXOXO--OXOO-X-O	16	3	false
O-OX-OX-XOXOOX-O-XX-XX--OOXOX-O--O-XOXXOOO-XXXX-XXOOX--OXOXX-X--	--O-OOXOX--OXXOO-OOOO-XXXOOXO-X--X-OXOXX--OO-OO-X-OXXOXO-OX-OX-X	16	13	false
